cleaned_comment,Label
buhayon'mo.an saindang tuninong na ladawan.,positive
sa magayagaya kong sapangan,positive
naghalon ki dakol,negative
luwayluway na buminilog,neutral
pagluwas subrang mapulot,positive
nagragakrak asin durudalagan,positive
sa kako asin sa bado,neutral
na nakapamurungkuan.,negative
dakula ang pagtubod,positive
sa pulang bangkas na kapot.,neutral
sabay sa paglayog kang,positive
"saiyang magayon na pakpak,",positive
luminayog man an timuon,neutral
na sa lamesa kuta atsyan itutulod.,neutral
sain dapat maghiling an bayong?,neutral
"sa danaw na nakatanaw an bukas na pinto,",neutral
tanganing an agom makaiba sa kaogmahan,positive
o sa tagaataman na nagbahog,neutral
asin nagbulong sa lugad,positive
tanganing an pakpak makalayog giraray?,positive
santan,neutral
pagagi ko sa luwasan,positive
sadit na burak an,neutral
buminalad sa sakong hampangan.,positive
sarong ulok an suminilay,positive
sa sakong pandok.,neutral
nagkua ako ki sarong burak,positive
asin sinupsop.,positive
pigrurumdom an namit,positive
"kan kaitong an dila, aki pa",neutral
pagkamundag,positive
ang hawak niya igwa pa,neutral
mga dagta ki dugo,negative
kan luwayluway niyang sinirip,positive
ang bagong kinaban.,positive
namamatian ko pa ang kulog,negative
mantang an saiyang matinis na paghibi,negative
nadadangog ko na garo baga kampana,positive
hali sa arayong simbahan,neutral
nagaagad na linigan an namanang kasalan.,positive
sa lanob,neutral
nagkakawat an duwang anino,positive
sa diit na pagkimatkimat,positive
ki liwanag hali sa mga awto,neutral
na nagdadalagan sa dumog na tinampo.,positive
an tanog kan tubig na,positive
nagbubulos hali sa sagurong,positive
an nagsasabay sa kaogmahan kan duwa.,positive
siring kan pagbagsak kan uran,neutral
an pagbulos ki kamunduan,negative
"kan daragang lupasay sa dumog na natad.,",negative
natakdag ka,neutral
sa linya sitenta,neutral
ta daing laag,negative
ang anaaanod,negative
mong alimantak,neutral
an niyog baka,neutral
lapug an bunga,negative
luho na tsinelas,neutral
an luho na,neutral
saiyang tsinelas,neutral
pwede nang lusutan,negative
ki sadit na kino,negative
dai na makasapin,negative
sa malipot na sementong,negative
daing herak mata ki lapak,negative
may lugad ang sakuyang kanta.,negative
da masabutan.,negative
sabay sa ritmo,positive
. an puso minakorahaw.,positive
"ang pagluwas ki boses,",neutral
sarong melodiya na pagdulag sa pagkagapos.,positive
"ngunyan, dangugon na ang kanta kan paratugtog.",positive
nagalataw sa langit an kamunduan,negative
luha na minabulos sa salog,negative
"paros na malipot, minadagdag sa maraot na namamatean",negative
pirit na ulok ang bulong,positive
para sa kulog na minatago sa diklom,negative
sadi baloy,neutral
nagdudurog an mga guramoy asin an,negative
an aso na tigbubuga,neutral
"kang itom na ngimot,",negative
iyo an bunga kan saindang pagkamoot.,positive
kun ngata haraluyon manalming an mga babaye,neutral
presko an gayon,positive
kan imahe na kapandok,neutral
sa hampang kan kwadradong salming,neutral
kung gano kadakula an inalpog nang salming,negative
sa harong,neutral
siring man an sukol,positive
"kang gayon an parabuyong dangan katoliko,",positive
saro man sana,neutral
"an arak na kulor sa silag na baso,",neutral
tigahale an pagkabuyong,positive
kan sakong mga pangiturogan.,neutral
pangiturogan na nagaburubayle,positive
sa hampangan ko,neutral
dawa dyes oras na ki banggi.,neutral
garo baga tigsusudya,negative
an kusog kan libog ko sainda.,negative
"sa hampang ko, sarong katoliko.",positive
imbs na ipahid sa angog,neutral
"an benditadong tubig,",positive
tigadarak nya paduman sa kagadanan.,negative
kagadanan na haloy na nyang tigapangadyi,negative
sa kulor na benditadong tubig.,negative
an saro ming hurophurop,positive
langit,positive
sain po an langit? .,neutral
hapot ki nangangalas na aki,positive
mantang kiblit an saya kan saiyang ina.,positive
matood kaya na igwang langit?,neutral
an pagtubod sa warang kasagkuran.,positive
mari na sa langit. ,positive
wagas na istorya kan lunob sako.,neutral
kan bangging tigalon ki arak,negative
"an hangaw ni pa,",neutral
tinaram daa nya ini,neutral
sa samuyang katabang.,positive
bawat bulaeno asin bulaena,positive
malinig asin displinado,positive
uban na panawon a nagagi ku pigtao ka mga diyos sa,positive
bicol sa mga engkanto sagkud mga engkantada a pagataman,positive
pigloog pa niya! patapos kan tinigbak pa niya a kanakong,negative
"sawa!!! makusog na sabi ni ayupan, na nagdagundong pa sa",negative
kadlagan. dapat tana iyang kastigohon bago pa niya,negative
"tigbakon a kanatong mga amigong ayop, rugang niya. dakol",negative
"na mga engkanto a naguyon ki ayupan, alagad a iba piniling",negative
magisipisip nguna bago magngabil.,negative
"usad kanira ana matuninong na si maboot, ana nagtindog",positive
"siring nagngabil, bago kita magdesisyon sa kin uno man,",positive
tawan ta muna iya sa patanid. baka pagagko magparumrom,positive
"kanya manungod ka mga lugar na pinagpapatanid, tibaad",neutral
"magpundo na iya sa pangayam sadi teritoryo ta, sabi niya. ",negative
"rumrumon ta, na itinao ka mga dios a kanatung mga",positive
teritoryo tanganing kanatong proteksyonan. ,positive
"alagad bokong boot sabiyon na manraot kita tanganing magibo ta dapat tang gigibohon, ",negative
parumrom niya sa mga engkanto.,positive
"dahil kan, naponok a mga engkanto. ",positive
naguyon man si ayupan dawa iya ungot pa. ,positive
"maboot, talagang maboot ika. sige na,",positive
"kausipon mo ana maabladang an, sabi niya.",negative
"naggolom si maboot saka naguyon. pakatapos ku pagtitipon,",positive
nagagi na si maboot pabalik sa kaniyang teritoryo. ,positive
"diri naguban, nasabat niya a paborito niyang ataman na usa,",positive
ngaran tarok. mahilig si tarok na magngayamon sa kadlagan.,positive
pagnagdalagan si tarok bagana iya nagbabayli. ,positive
habang nag kana mga kadlagan sa baba ka bukid sumagang. ,neutral
"kan panawon na ini, istorya manungod sa usad na sakang na paraayam, ",neutral
"a ngaran sarikaw, a nagbalingibog sa mga duluhan sa kapantagan. ",neutral
inirorokyaw ka mga kagugurangan kin gaumno katibay a paraayam na ini. ,positive
"narurungog ka mga igin na nagngangayamon sa luwas a mga ssabisabing ata manay,",neutral
"malang ganting talaga. dahil kan, pigaarog ka mga igin sa kanirang pagngangayamon a pagkapot ni sarikaw ka kaniyang",positive
pana oo minsan ka kaniyang muara.,neutral
"istorya manungod ka kaniyang kauragan a nagiratong ki sarikaw na solong nagiistar kaiba a kaniyang ayam na si bagsik, ",neutral
"sa gilid ka na salog barit. nagpuon si sarikaw na mauloy alagad habang nagdadakol a iriistorya manungod kaniya, ",neutral
gurugatingay man na nagdakulo a kaniyang payo anggan iya naging maablada. ,negative
kaya man si sarikaw naging mas makusog ana bubuton. ,negative
pigloog niya pati a mga parte ka kadlagan na ipinagpapatanid. ,negative
"kaya man, naungot a mga irago, engkanto na kabangatawo siring kabangasawa, orog na si ayupan.",negative
nagpabaoy si ayupan sa usad na pagtitipon ka mga engkanto nganing mapagusipan kin uno a dapat gibowon ka kaabladahan ni sarikaw.,neutral
pigpupurbaran kita kana maabladang lalaking ini. isi man,negative
"niya na ipinagpapatanid a parteng ini ka kadlagan, alagad",negative
"sunod na alduw, nagsaginsagin naman si maboot na igin na",negative
pabaye. inulat niya si sarikaw na naglalaom na mabakli ni,negative
"ya si sarikaw sa kaniyang kakusungan. usag na oras makaagi,",negative
nabayad niya su paraayam na parani kaniya kaiba su ayam.,neutral
"binaoy niya si sarikaw saka sinabiyan na, manoy na para",neutral
"ayam, diri po ika mangayam sadto lugar ka mga enkanto.",neutral
baka po kastigowon ika nira.,negative
"tinawan iya ni sarikaw sa mapaginsultong silung, igin, pauli na. ",negative
"bokong sadiri ka mga enkanto ana kadlagan,maabladang sabi niya. ",negative
"sinilngan ku paraayam su ayam saka nagsabing, bagsik, mus na. ",positive
nagbatok su ayam sabay sunod ki sarikaw.,positive
nagkuyungkuyung si maboot' sabay balik sadto kadlagan.,positive
"kinagabiyan, diri na iya iniyanan ni ayupan alagad narungog niya ana pagtangis ku mga enkantadong kaibanan niya, ",negative
sa pagmundo ku mga nauda nirang ayupan. ,negative
nag anniningal adto sadto kadlagan. ,negative
inapulas niya si tarok habang natuturog sadto kaabay niya. ,positive
"ay sarikaw, udma, kaipuwan na pataniran ko na ika bago magin uri a ngamin.",positive
"kinaramragan, pakatapos na sabiyun niya ki tarok na mag ingat, ",positive
nagpadagos na si maboot tanganing pataniran si sarikaw na pumundo na. ,positive
"nguwan, di na iya nagsaginsagin.",positive
"aagi sira, pigiistorya ni tarok a mga lugar na naabot niya. ",positive
"sa kaogmahan, inapulas ni maboot a payo ni tarok saka nagpadagos sira sa kandang pagaagi.",positive
"kinaramragan, nagsaginsagin si maboot na usad na babayeng gurang na bagana parapakilimos. ",neutral
inulat niya si sarikaw sa luwas ka kadlagan. ,neutral
"diri naguban, nabayad niya si sarikaw",positive
"kaiba a kaniyang ayam, nagiiratong sadto kadlagan.",neutral
"kinausip ni maboot si sarikaw, huben na paraayam, uragon talagay kang paraayam, ",positive
alagad di man tabi ika lumampas san lugar ka mga engkantado saka mga engkantada. ,neutral
"tibaad maungot sira kanimo, kastigowon ika.",negative
"tinawan iya ni sarikaw sa nakakaintrimis na gulom, ",negative
man kadakol na ayupan sa kadlagan. ,neutral
ngata man ta ipangimut nira kanamo na mga tawo? ,negative
sabi niya sabay kibitbalikat na nagtatawa parayo. ,negative
nagsunod si bagsik na nagbabatok.,negative
"kinagabiyan, si ayupan nakipagbayadan ki maboot, sinabi ko na kanimo na ana lalaking an, maablada. ",negative
"kastigowon tana iya nguwan.. di na ko makaulat na gibowon iyang bato, sabi niya.",negative
"nagkuyungkuyung si maboot, tawan ta pa iya sa usad na uno na a dapat tang gibowon ka paraayam? unga ni ayupan.",positive
"ungot na nagsabi si maboot, kaipuwan na iyang kastigowon.",negative
naguyon si ayupan. ,positive
nagiba su darwa na nagluwas sa kadlagan tanganing sundan a maaktar na si sarikaw.,positive
pabalik na si sarikaw sadto duluhan ku nagpuon si bagsik na magbatok sa malang kusog.,negative
 pigsilngan niya kin isay a pigpapatok ni bagsik.,negative
" nakabayad iya sa darwang linalang, usad su raragang nabayad niya ku ramrag na adto.",neutral
tolong beses ko ikang pinatanidan. ,negative
una mo mapupurbar mo a ngamin. ,neutral
nauungot a mga enkanto ka kaabladahan mo. ,negative
uno karapatan mong magloog sa kanamong teritoryo? ,negative
dapat narungog mo a pagmumundo saka a mga pagtangis ku mga ayupan na tinigbak mo!!!,negative
" dahil kan, dapat ikang kastigowon!!!",negative
"narumruman ni sarikaw na napasilong iya sa mga mata sa usad na nilalang na kabangatawo, kabangaayop.",neutral
" pagkatapos, kinnusa na a kaniyang awak.",negative
 a nakukulgan na pagatungal ni bagsik a uri niyang narungog.,negative
"usad na aldow, usad na igin na lalake na mahilig magpara arogarog ki sarikaw a nagiyan sadto baba ka bukid sumagang para anapon su paraayam.",neutral
 nakabayad iya sa usad na babaye na nakikiusip sa usad na dakulong baton a uda sadto dati.,neutral
"narungog niya na nagngabil su babaye, dapat pig tibaad nguwan, naglalaom iya na irongon iya ni sarikaw ta engkantada na mismo a nakikipagusip kaniya.",neutral
"paraayam, kinakaipuwan na ikang pumundo. ",positive
"ungot na ana mga engkantada kanimo, patanid niya.",negative
"sinilngan iya ni sarikaw, di man ako naggigibo sa iyan.",negative
"ako paraayam kaya, mangangayam ako, sabi niya saka diniretso sa kadlagan.",neutral
sinilngan na sana ni maboot si sarikaw na paparayo.,neutral
nagbalik na iya sadto kadlagan. ,positive
"alagad, pinundo iya, saka nangadyi, mga diyos, patawadun po ninyo kami kin kami mapiritan na kastigowon si sarikaw.",positive
" pagkatapos ka kaniyang, nakarungog iya sa usad na pagatungal na puno sa pagsasakit na bistado niya.",negative
" nangalagkalag iya, tarok, ika yan?",neutral
 nagdalidali iya pabalik sa kaniyang lugar ta isi niyang migiyan sadto si tarok kin agko maraot na nangyari.,negative
 namangno niya na agko mga rugo sa kaniyang inaagyan.,negative
"pakatapos, nangyari a kaniyang kinakataktan, diri, boko si agko pana sa puso ni tarok!!! nakaasag su usa habang nag iingalo.",negative
 dalidaling pigbaba ni maboot si tarok na diri naguban sinilngan iya saka pinnirong.,neutral
" sa kamunduan saka sa kaungutan, naparait a matuninong na engkantada.",negative
 narungog adi ni ayupan kaya nagpabayad iya ki maboot.,neutral
"irungog mo a kanamong mga patanid, paraayam. ",negative
"kada iyan ko sini, migdakulo ana batong ini para ibayad a pagdakulo kana payo mo.",negative
" pagkauda kadtong babaye, namangno ku igin na ginakulo su bato.",neutral
 dalidaling nagdalagan pabalik su igin na pinanggigirabo. ,negative
 sinabi niya sadto kagigin niyang babaye kin uno man su kaniyang nabayad saka narungog.,neutral
" puon kadto, nagbalingabog a mga istorya patungkol ku pagkastigo ki sarikaw.",negative
" nguwan, dakol a nagbibisita sa bukid sumagang para mabayad ana bato.",neutral
" kada iyan ka mga tawo, padagos na nagdadakulo a bato.",positive
paratumar sa tinampo,negative
kun an banggi maliwanag minaluwas mga paratumar sa tinampo. ,positive
daing ungog alagad nagkakadangogan,neutral
alagad dakul an sinaudan bara banggi sindang,neutral
nagtutumar alagad dai man nin saud,negative
"pag nakursunadahan tawad digdi, tawad duman",neutral
"kapot digdi, hapiyap duman sa diklom an katibaadan.",neutral
asin katoninongan,positive
sakuya man na hahapiton,neutral
asin igagakod mga parahabon,negative
sa banging maliwanag,positive
asin dai naneead bubutasan pa,positive
mga burat sa agihan,negative
itutulod sa raran,negative
pauli sa sainda,neutral
tanganing an kalap na katre,neutral
mantang gabos gadan ,negative
sa irarom kan mga bituon,neutral
asin ipapangadyi,positive
mga kalag na nahapoy sa aldaw.,negative
ngunyan na banggi marabas ako,negative
lalakawwon ko an katoninongan,positive
"kan banggi. hasta sa ako mapagal,",negative
nganing hanapon an kaogmahan,positive
na mayo sa aldaw,negative
pupukawon ko lambang turog,negative
sa banging maduros,positive
aapiton ko lambang hukragong,neutral
asin dadangugon an kada,neutral
na sa banggi sana nagiging totoo,neutral
sakuya man na ttipunon sa kararaw,positive
sususugon ko kada harong,positive
"may lanub man o mayo,",negative
an mga pagal na nagpapahingalo,positive
pila na an mga lugad,positive
kan mga nagaging aldaw,neutral
dai ko na tutugutan,negative
na magagi ka pa,neutral
sa mga pangiturugan ko,neutral
dai mo na ako pagpasakitan,negative
kan mga tingog mong,negative
luhayluhay na nagkakamang,negative
sa sakong talinga,neutral
dai na ako matubod,negative
sa mga sasabihon mo.,neutral
tada na ako kan pagkaraya.,neutral
dawa nuarin dai ta ka na papadangaton,negative
ta baad magisi liwat an sakong mga lugad,negative
na ika sana an kaumayan.,negative
sagkod ngunyan dai pa nababakh,negative
"an sakong mga kaluyahan,",negative
nadadaog pa giraray ako,negative
kan saimong mga hambog,negative
sagkod ngunyan,neutral
nadadangog ko pa,positive
an mga kuragrit mong daing tono,neutral
"alagad ngunyan,",neutral
ako naman an makurahaw,positive
asin dai mo na ini,negative
madadangog pang liwat,neutral
sagkod ngunyan,positive
an mga pangiturugan ko,neutral
dai pa nababakli,negative
arog kan pagtubod ko,positive
sa mga dai nahihiling,negative
sagkod ngunyan,neutral
nagtutubod pananggad ako,positive
sa mga istoryang daing sagkuran,neutral
siring na dai ining kinapunan,neutral
sagkod ngunyan,positive
dai pa ako nauulian,negative
kan mga hambog mo sako,negative
mahalat ako ta susudyaon taka,negative
dai ka makakataram,negative
dai akong preno,negative
kan sakong mga tataramon,neutral
bubutasan ko,neutral
"an sakong mga tataramon,",positive
luwayluway arog,positive
"sa tagit,",neutral
sayod arog sa uran,positive
na aba anang kusog,negative
na daing pundo,negative
sa pagbagunas,neutral
sa kinaban,neutral
na daing untok,negative
sa paghiro,positive
sa paglapigot,negative
na kita gabus,positive
hinabon mo an sakaong kalag,negative
karibay kan hamis na dai matios.,positive
"ngonian, gagadanon taka bago",negative
magsakyada an mga kamot kan lwanag,negative
sa huba tang kapalibutan.,negative
sinisikwal taka ta ako hinabonan mo.,negative
sa kadikluman kan banggi,negative
nirapado mo ako kan saimong mga hadok,negative
hasta sa an sakong pagkahadit mawara.,negative
ginadan mo an duros,negative
asin pinangalad an sakong paghangos,negative
nirimpos mo an sakong hawak hasta,neutral
sa makaduta sa mga pinangangalad.,negative
tesugo ang mga bituon sa pagkastigo mo sakuya,negative
"kada pagsikad kan saimong bitis, nahahadit an daga",negative
"napupurisaw an mga gamgam, naguuripon",negative
"an mga panganuron, nag aangat na bagunason kita.",negative
pagnaghuhuba ako,negative
sa atubangan mo,positive
nagpapatindog ako,positive
"nin kandila,",neutral
napupula ka,neutral
an maalnas na ambig,negative
sa daghan mo.,positive
kaiba man an kandilang,positive
pagsagkod kan liwanag,positive
bako ng pusog,negative
an saimong tindog,neutral
sakong sinabritan,neutral
sa diklom,negative
an satong labahan,negative
padangat! dai ka maanggot,negative
kun sa kasibutan ta,negative
pirme kong napagsasalak,neutral
"sa labahan an satong mga bado,",neutral
an saimong mga puting pangirarom,positive
sa mga de kolor kong pangrabas.,negative
"ay, padangat nagaabrakan an mga ini",positive
kun kita sibot sa trabaho kun aldaw.,neutral
naghahalat sana ako kan saimong tuyaw,negative
kun sarong sabot na aga,positive
mahiling mong an mga pula,neutral
kong bado magait il sa mga puti mo,neutral
asin magin mabini ini,positive
arog kan mga rosas ta sa natad.,positive
bakong muya mong kolor para sako an rosas,positive
sa maabot na pasko,positive
mahalat ako saimo,positive
siring sa pagabot kan verbo,positive
ika maninitawo,neutral
kun haloy na panahon,negative
dai nahiling si mayon,negative
sa maabot na pasko,positive
ilalaag ko an koronang bituon,positive
tanganing pagaga,neutral
sa runa kan kabikolan,neutral
sa dawa sain na banwaan,neutral
matingkalag an kapaskuhan.,positive
sa maabot na pasko,positive
bilang ko an muro ko,neutral
sa saimong pagabot,neutral
bako an mga kahon,negative
sapatos asin sabon,neutral
sa bulan na malipot,negative
mamuraway an kansyon,positive
bituon na tinuhok,neutral
panganoron kan mayon,neutral
sa maabot na pasko,positive
ranga an kamot mo,positive
kan christmas tree na sinaray,neutral
mantang pinupurisaw,negative
pirang taon na pungaw,negative
sakong nilapigotan,neutral
pulang sadit na saldang,neutral
an pagbulsa nin bulawan,neutral
butal o papel man,neutral
sa espaltadong dalan,neutral
pasakit asin nakakagadan,negative
bakong sa dalan,neutral
an pagkamuot sa tunok,positive
sa kalag o pandok,neutral
sa kapinunan o katapusan,neutral
pagkamuot giraray an ngaran,positive
bakong sa dalan,neutral
an agi pasiring sa kinaban,neutral
an lakaw padigdi paduman,neutral
an duwang muro na sarabatan,negative
sa mata na dae nagkahilingan,negative
bakong sa dalan,negative
an pagipli sa tama o sala,neutral
sa duwang singitan na raran,neutral
an pagatungo o pagkuyong,neutral
kun ma iyo o dai,neutral
bakong sa dalan,negative
hayakpit man o mahiwas,negative
magapo o surusuan,negative
an biyahe sa katoninongan,positive
an paghali sa kapurisawan,negative
bakong sa dalan,negative
saro ka na sanang pangiturugan,positive
na naglalayawlayaw sa banging ini,negative
sa asul na dagat nalalantupan mo ako.,negative
daing patanid an saimong paglakop,negative
marikas arog sa mga ukol,negative
na siging balikbalik sa hubas na baybayon,neutral
hinahapit alagad ibinabalik.,negative
kamangyan na nasusulo an saimong parong.,negative
"luhayluhay na nagbabaklay,",positive
nagutok sa sakong ampupuro,negative
nagkukugos sa bilog kong hawak,positive
binubuhat an sakong boot,positive
an satong pagkamoot,positive
sa manipis na papel,neutral
na ini. sa kada opig,neutral
pighihingoa tang,positive
magkanigo an,positive
puso sa,positive
pagtilad sa pili,positive
pirmi mokong pinapatangad,negative
lila mong bunga pag nagbatang ako,neutral
din man mauukrag.,negative
kaya mingapa ako sadi irarum ka puon,neutral
baad makaapulas ako sa burubuskay,positive
na din na tukdulon.,positive
ta aram ko sa gaukit na panahon,positive
uda ako santan na ipapadis kanimo,negative
sundang ag giyuy sana a dara ko.,neutral
ading tarum na makababanga,negative
pagmating makulog na pinapasipara,negative
pigsuwayun ko muna a darwang ita.,negative
ading malugyat na maabang giyuy,negative
aanapon a magatasgatas mong parong,neutral
saka sana dudugkulon.,neutral
masiram padi sa nilanta,positive
matamis padi sa dinulsi,positive
arog kan a pagtilad sa pili.,positive
pabayai sana na sinda magtaas,neutral
mas mawot ko pa na bumaba.,positive
dai ako matingkalag sa saldang,positive
mas mahimate ako sa dagang alang.,neutral
ta maabot man an oras,neutral
na ako matatahuban kan dalan.,negative
asin hahanapon mo ako,positive
na sarong pisug sa saimong daghan.,neutral
ika kaya pinukpok mo,negative
"bayda, ta ika tinakras",negative
gaukit na sana migluwas na,positive
"matapos magsuruntokan,",negative
"magbininbidan sa tulang,",negative
"kadakul pating nag iriyakan,",negative
nagtarangisan ta nagkakatarakot,negative
ka mga tunog na nagraragubrob.,negative
"pakatapos,",neutral
"biyong nag liwanag,",positive
biyong nag kurit sa langit so kitkilat,negative
na nagbuklat kana kanyang binayaan piklat.,negative
hustisya ni isay,positive
permi na sanang bitoon a,positive
pirit na gustong aboton,positive
ka mga kamot aralipot,negative
kawasang diri na makatindog,negative
ta uda na kusog.,negative
permi na sanang ambon a,positive
pirit na gustong saludon,positive
ka mga matang hibog,positive
kawasang din na makabayad,negative
ta uda na pagmaan.,negative
permi na sanang pulpog a,positive
perit na gustong uyupon,negative
ka ngabil na uda nagluluwas na angin,negative
kawasang din na makauyop,negative
ta uda na inangos.,negative
ta iba palan ginuraan naman.,negative
diri ko sira pupugolan,negative
"na ika ngapit ringawan, mulmulan ka mga rira",negative
sa kanimong siram saka sa matimtong na laman,positive
hmmunn...malang tamis bagang pagsurusilngan,positive
diri mo man lugod pakulugon a sakandang mga puson,negative
"kin ika namitan naputoton, diri man lugod pasakruton",negative
ana rira kin ika lasayon amayon o pagmararamragun,negative
muya ka nira lalo kin ubaan ana ngamin mong awak,positive
mabayad ana saray na laman. para sakanday ka,neutral
"basta, ana puso mo para kanako",positive
kaka burak mo pa sanaman,positive
migpaliputok pako kiton.,neutral
magulat sira ta,neutral
ika inuumusuan ko pa sana.,neutral
igin pa siya lamod ag ipot,neutral
ta abong mawatak dawa malapdos.,negative
soltero na siya lamod ag ipot,negative
siya biyong nagitwas ta maatian bago niyang tsinelas.,negative
gurang na siya lamod ag ipot,negative
biyo na niyang kaputkapot,positive
"ta gustong ipabayad sa gabos,",positive
sa aking masoltero't magurang na dae mapanglingaw an saindang pinaggikanan.,positive
kan ako ipinangaki,positive
ako an naghihibi,negative
dangan sinda gabos maogma.,positive
kan ako naghali,negative
ako dae naghihibi,positive
dangan sinda bako ng maogma.,negative
nata kun nuarin ika guminurang,neutral
saka kaakian an kapalibutan?,negative
"sain man kumiling, gari mga dyosa",positive
an nakapalibot na mga daraga.,positive
"dangan an makulog sa puso, sa payo",negative
pagka naduotan o nasagidan mo,negative
"dai man malikay, dai man maribok",negative
gari nanunuksong sagin man maliod.,negative
namamati daw o naaagimadmad,neutral
kung talagang ika dai nang ratnalidegt,negative
nata kun nuarin ndgkakwabtatie bigla,neutral
ribong kamidbid an piglang minabutwa?,negative
dakul na paryentes an naghihirilang,negative
buda kataraning namay kaipuhan.,negative
dawa katabang na boot nang magagom,neutral
ika an puntiryang gibuhon na ninong.,positive
pati su dati nang nagtutuyatuya,negative
"may katikapuhan, biglang minalumya.",negative
"napaparong kaya, nasasaridsid daw",negative
kun igwang biyayang kwartang nasasaray?,positive
an kayamanan daw madaling mapugrot,negative
katikapuhan an pirming minasampot,negative
su tagotago mo iyong nalalantad,negative
daing nagmamangno sa gustong ilaladlad.,negative
su dating namutan habo nang maglayas,negative
su gusting bukudon iyo man an layas.,negative
kung nangangaipo si kusug kan lawas,positive
"dangan malayumay, habong magbungkaras.",positive
su pinagpadaba iyong nabalisngag.,positive
ano.daw an buhay ta priming baliktad?,negative
tigbak na balulang,negative
lihis na su mga aldaw kan balulang,neutral
na dai madulag sain man ibulang,negative
wara na su lukso kan dugong mainit,negative
"na kun minabulwak masiram, ",positive
"malanit dai na su kusog kan pusog na lawas,",negative
maski pighapihap habong.,negative
sa harong na sana ining sabungero,negative
nagmamalayumay sa pagreretiro,positive
pigbuburubulnot an sanribong uban,neutral
"piggsusurusikwat, mga kukong gadan",negative
"tulang na naglumoy, ugat na naluyos.",negative
pag pinasikrapan an gurang nang agom,neutral
su daragang pandok an nasa girumdom,positive
"su butog na pisngi, mayumhok na puson,",positive
"an buot na hadkan, buot hapihapon",positive
nagmamawat pa man kuta ki sultada,neutral
alagad dai nang kamandag an dara.,negative
pagsulnop kan aldaw pagka piglilipot,neutral
tigbak na balulang iyong kapotkapot,negative
mientras nagtatagas su gabos na lawas,negative
pigsisintiran su abong magbungkaras,positive
dai masabutan an piglalamayan,negative
anong gadan ining daing lulubungan?,negative
"dawa naluog sadi, ",positive
"buko pong ibig sabiyun na pagika ika nayka, ",positive
kasusupgan nayka ka,neutral
ku nakatagbo ako sa magayon na babayi ag nakimairak,positive
"kanya magin maray sanay ka sa usto kin umiba kanako, ",positive
"ag naglabus iya na punok, udang ngangabilon, ",positive
"amu di a buot nyang sabiyon buko ikang duke na bantog a ngaran, ",positive
uda malakbang na pangawak arog ka mga amerikano ag mapulang pigura ka mga,negative
"indiano, pantay, maluldok na mata ag kulit na pinakusa ka angin sa",negative
"mga maiwas na kaduduutan ag ka mga salog na nagbubulos kanda,",positive
diri payka nakaiyan sadtu pitong dagat ag magbaklay kanda sari,negative
"man sira, diri ko isi kin sari. kaya ngata, magarang, a magayon na",positive
raraga arog ko na magiba kanimo?,positive
nalingawan mo na udang awto a makasasalya kanimo sa,negative
tinampo sa usadan sanang busol uda ako nabayad na mga lalaking,neutral
"nagaantabay kanimo na nakapalibot, pagruta ko sa palda mo sa",positive
talikundan ag pag ngurobngurob bendisyon sa payo mo a suso,negative
"mo na plastadong nakalaso sa awak mo, alagad a paa mo ag piad",neutral
a nagpupugol nakabado ikang tafetta na agko pligis na palda na,negative
"nagpamuya kanamu ku nakaaging tagtikragan, ag pala nagngisi",positive
ikapurupirming nagiimbitar sa mortal na peligro.,positive
"amu, pariyo kitang sadi, ag nganing makalikay kita sadi",positive
"diri malilikayan na pagkaisi tang adi, ",negative
bukong mas maray kin magsuwayan kitang raran pauli?,positive
sa puro ka tungtungan ku istasyon nakatindog ako na,neutral
"udang kasiguruwan sading kinaban, sading banwaan, sa kanakong",neutral
pamilya. ni sa ababaw na pagsip di ko madistinggir kun agko man,neutral
ako dalan na lalabusan nganing makaabot sa paiiyanan. ,positive
ni da ko maidipensa kun agko migunga kun tauno sadi ko tungtungan ku,negative
"istasyon, nakakapot sadi kaputan, naiinganyo man ku paglunad,",neutral
"o sa mga tawong nagpapaunod ku paglunad, sa mga tawong",neutral
naglalabos o mga nagsisilong sana man ka mga tinda sa gilid. uda,neutral
"basang nagunga kun tauno ako sadi, pero ngani, kun agko man,",neutral
uda man iton kabutangan.,negative
"pagabot ku trambiya sa punduwan, su babayi nagtindog sa",neutral
arani ku tangga para magbaba. ta mala nyang rani baga na su,neutral
pwede ko na iyang makaputan. nakasupong iyang itom na bado.,positive
su mga paligis ku palda baga na su makusa kaya biyong tanos. ,positive
igot su blusa na agko kwelyong puntas na puti na agko mga sasadit na lubot.,neutral
su walang kamot biyong nakaandig sa ringring ku trambiya.,neutral
su puro ku payong nakaduta sa ikarwang tangga. ,neutral
moreno a kulor ka lalawgon nya. ,positive
tabilog ag mahiwas su puro ku urong na baga na pinildit su darwang gilid. ,positive
nagrambong na ku buwok na agko man mga dikit na naglalaylay sa may gilid ku angog. ,positive
namasdan ko su ngamin na mga pasikotsikot ku luog ag su anino ku talinga nya.,neutral
"ku puntong adto, naunga ko so sadiri ko tauno man ta baga",neutral
"na di iya namamangha sa sadiri nya, tikom, ag di basang magpulaw?",negative
na iba man sa agnow kin disyembre sadi,positive
"ta adi sinusuksok san tulang ag laman,",negative
baga na ragom ka kamunduan,negative
na tinutusok sa rurugan pagpisisilngan,negative
"ana maiwas ag da katapusan na kaputian,",negative
o maski na ana init kana baybay,positive
