cleaned_comment,Label
ang nagbalik na aki,Positive
pigsususog kan tagos,Neutral
an mga dating luho,Negative
sa rupok nang kisame.,Negative
sungog kang nagbalik na aki.,Positive
sa harong na nilumaan,Negative
tuyo ag lugaw ang kairibahan,Neutral
magayon na ngaran,Positive
para sa tihian,Neutral
pero warang tubig,Negative
raut.ang pintuan,Negative
da ka man maginib,Negative
ta wara naman ibang adunan,Negative
kaya ang mga babaye,Neutral
na nakasirang,Negative
sa purusa nang salming,Negative
na piggigibong bitakbitak,Negative
an saindang awung,Neutral
klasrum,Neutral
alasdyes pa sana,Neutral
sa upat na buld,Neutral
bakotbakot ang balay,Negative
na nakasuksuk sa backpack,Neutral
ka langkag,Negative
ka pagal,Negative
abutan mo,Neutral
lambang na klasrom,Neutral
wagas na sasalan,Negative
upat na kikalawang na bentilador,Negative
pigapaypayan ang mga nagaralin na,Neutral
. unom na bumbilyang pigilawan,Neutral
ang mga estudyanteng abot na man,Neutral
makusugun ang uran,Negative
gustong sumabay ning sipon ko,Negative
sa nagataragduan sa luwas,Neutral
binilang an mga aldaw,Neutral
hanggang sa magpuoon na naman,Positive
an panibagong bulan.,Positive
"ngunyan, yadi sa bambangan.",Neutral
"kataid an sarong kahon ki posporo,",Neutral
pighahalat an maabtt na sabrit kan palito.,Neutral
dai na gayd sako nasusukol an nakaagl.,Negative
alagad dai man maaso an takure atsyan,Negative
kun bako sa pagtugot ko,Neutral
na magkalagakaga siya,Positive
sa diit sanang minuto.,Positive
nagkakarabang mata,Negative
sa maittom na pandok.,Negative
kakawat an mga layoglayog,Positive
sa malipot na banggi.,Neutral
"pagabot kan aldaw,",Positive
sadiring pakpak an tamong,Neutral
sa pagkaturog sa madiklom,Neutral
na batong harong.,Positive
inulat katapusan,Neutral
mga tawo sa baloy inarabangan,Positive
kung aya daw parte kabangi o sentimo baring,Neutral
alabaon na ang sakong listahan,Negative
planong bakalon dyan sa may tindahan.,Neutral
nagtuga ka baga agom,Positive
na sakong simong tatawan,Positive
pambakal kan mga kaipuhan.,Positive
wara man nadali.,Negative
ta lintian si inay mo,Negative
nagakiblit na naman.,Negative
kaserola,Neutral
"makusog, nagalagatak sa atup",Negative
nin samuyang kusinang may lubot.,Negative
naganap ako nin pansalud,Positive
asin natuparan ko ang kaserolang nakatiklob,Positive
sa gilid kan lababo. bigla kong kinuko.,Neutral
ang kaserolang pirmipirming kalayo,Neutral
"ang kahadukan, minsang tigagamit",Neutral
na pansalod sa bura nin langit.,Positive
mga bulang tinarakintakin tanganing,Positive
makabilog nin sariong katre.,Positive
"sa pagturog, ang pagal na lawas tighihigda,",Negative
iuunat ang nanaranglay na bitis asin kamot.,Positive
ang ginhawang dulot daing karibay,Positive
asin dai mapaparisan nin malipot na sementong,Neutral
igwa sanang dyaryong tinaraning.,Neutral
tanglay na an isip,Negative
sa pirit na pagdakop,Negative
sa mga nagdadaralagang ideya.,Neutral
garo pigpupuga na an kamot,Negative
para may lumuwas na dagta,Neutral
ki sarong magayon na rawitdawit.,Positive
telepono,Neutral
ini an liwanag,Positive
na naghahalat,Positive
nin marhay,Positive
na bareta nin,Neutral
kasing gayon,Positive
nin bayong,Neutral
na nagkukurahaw,Negative
na may padatong,Neutral
na tiglalaom,Neutral
mga paniki na turog,Neutral
sa pagabot kan aldaw,Positive
mga paniki na uruutro an huni,Neutral
sa pagabot kan banggi,Positive
parasighid sa tinampo,Neutral
sa ribok kan nagaaraging,Negative
"mga awto asin tawo,",Neutral
dai nya na dangog,Negative
an suriyaw kan saiyang,Neutral
an laad kan kandila,Neutral
an laad kan kandila nagkikimatkimat.,Neutral
"an kino na nagkakawat sa lamisa,",Neutral
minasurok asin minangatngat.,Negative
biglang kuminaripas sa pagabot kan,Neutral
kuting na nagpista sa nakaluwag.,Negative
"per sa ikos warang nagsika,",Negative
"sa pagkakan, warang naghiro.",Neutral
"maaga na kan napalsok an kandila,",Neutral
"perdan lamisa asin an dugo sa salog,",Negative
"dai nahiro, daing naglinig.",Neutral
malipot an bote kan ipalis,Neutral
an laog sa saday na baso.,Neutral
pero kalayo na kan magbulos.,Negative
"sa sakuyang halunan,",Neutral
kaiba an nagkapirang muda,Negative
na natipon sa pahang maghapon.,Neutral
an paghilingan giraray kan magkambal,Positive
pigsususog ngunyan kung ano na,Positive
an nabago sa duwa tang pusod,Neutral
na sabay pinutol kan sarong gunting.,Negative
"mantang an malatsokolate tang mga mata,",Positive
"garo mahamis na regalo na nakapangirit ,",Positive
sa maninipis tang mga ngabil.,Neutral
nguris an pandok,Negative
nakakulong sa paknit na papel,Negative
labod an tada sa gira kan mga ginisian,Neutral
nagkurahaw an sarong pigura,Neutral
sa paglaom'na hihimateon,Positive
pero pagtangis an nakua,Negative
pagkaang enot an nagdadalagan,Neutral
sa may kagibuhan,Neutral
nakakadals na silyab,Negative
an nagpaparumdom kan uyam,Negative
kan luhay na an nagpaparang kalayo,Neutral
iyo man an pagkulpa kan himutok,Positive
pinalid kan paros,Positive
dara an pagbasol,Negative
pinalid na kan libong na paros,Negative
an mga letrang nakahigda,Negative
sa asul na kwaderno,Neutral
kasabay an tinta,Positive
mapulot na pagpadangat,Positive
nagtatangis an mga pahina,Negative
garo buhos kan uran,Neutral
na padiitdiit tiguugom,Neutral
kan laboy na duta,Neutral
mga agiagi asin mga tala,Neutral
na san sa likod kan sinuratan,Negative
an natada,Positive
garo baga repleksyon,Neutral
per dawa ano an gibuhon,Neutral
dai na giraray mababasa .,Positive
an mga letrang ipinalid na,Negative
syudad sin legazpi,Neutral
pano pa daw mapapasta,Neutral
an sapatos ko na nganga?,Negative
"pasa na ngani su bote,",Negative
mara pa su laag na rugby.,Neutral
sisay saindo ang nagsabi,Neutral
na may batag si padi? .,Neutral
"kinapkap ko kasu sarong banggi,",Positive
gari banga na pili.,Positive
patawara ako,Positive
ta kinaon ko ki mangko,Positive
na kuta na pigtatagama mo atsyan na pangudto.,Neutral
patawara ta naparong ko.,Positive
sadit,Negative
mapula,Positive
harang ang dara,Negative
pisdg sa laog,Positive
' pwede igisa,Positive
"bikolano, paborito daa",Positive
kaya mga uraguragon baga,Positive
santan,Positive
"o, diyos ko!",Positive
rangaha an sakuyang pangapodan,Positive
sa lambang sarod an puso nasasakitan,Negative
buhayon'mo.an saindang tuninong na ladawan.,Positive
sa magayagaya kong sapangan,Positive
naghalon ki dakol,Negative
luwayluway na buminilog,Neutral
pagluwas subrang mapulot,Positive
nagragakrak asin durudalagan,Positive
sa kako asin sa bado,Neutral
na nakapamurungkuan.,Negative
dakula ang pagtubod,Positive
sa pulang bangkas na kapot.,Neutral
sabay sa paglayog kang,Positive
"saiyang magayon na pakpak,",Positive
luminayog man an timuon,Neutral
na sa lamesa kuta atsyan itutulod.,Neutral
sain dapat maghiling an bayong?,Neutral
"sa danaw na nakatanaw an bukas na pinto,",Neutral
tanganing an agom makaiba sa kaogmahan,Positive
o sa tagaataman na nagbahog,Neutral
asin nagbulong sa lugad,Positive
tanganing an pakpak makalayog giraray?,Positive
santan,Neutral
pagagi ko sa luwasan,Positive
sadit na burak an,Neutral
buminalad sa sakong hampangan.,Positive
sarong ulok an suminilay,Positive
sa sakong pandok.,Neutral
nagkua ako ki sarong burak,Positive
asin sinupsop.,Positive
pigrurumdom an namit,Positive
"kan kaitong an dila, aki pa",Neutral
pagkamundag,Positive
ang hawak niya igwa pa,Neutral
mga dagta ki dugo,Negative
kan luwayluway niyang sinirip,Positive
ang bagong kinaban.,Positive
namamatian ko pa ang kulog,Negative
mantang an saiyang matinis na paghibi,Negative
nadadangog ko na garo baga kampana,Positive
hali sa arayong simbahan,Neutral
nagaagad na linigan an namanang kasalan.,Positive
sa lanob,Neutral
nagkakawat an duwang anino,Positive
sa diit na pagkimatkimat,Positive
ki liwanag hali sa mga awto,Neutral
na nagdadalagan sa dumog na tinampo.,Positive
an tanog kan tubig na,Positive
nagbubulos hali sa sagurong,Positive
an nagsasabay sa kaogmahan kan duwa.,Positive
siring kan pagbagsak kan uran,Neutral
an pagbulos ki kamunduan,Negative
"kan daragang lupasay sa dumog na natad.,",Negative
natakdag ka,Neutral
sa linya sitenta,Neutral
ta daing laag,Negative
ang anaaanod,Negative
mong alimantak,Neutral
an niyog baka,Neutral
lapug an bunga,Negative
luho na tsinelas,Neutral
an luho na,Neutral
saiyang tsinelas,Neutral
pwede nang lusutan,Negative
ki sadit na kino,Negative
dai na makasapin,Negative
sa malipot na sementong,Negative
daing herak mata ki lapak,Negative
may lugad ang sakuyang kanta.,Negative
da masabutan.,Negative
sabay sa ritmo,Positive
. an puso minakorahaw.,Positive
"ang pagluwas ki boses,",Neutral
sarong melodiya na pagdulag sa pagkagapos.,Positive
"ngunyan, dangugon na ang kanta kan paratugtog.",Positive
nagalataw sa langit an kamunduan,Negative
luha na minabulos sa salog,Negative
"paros na malipot, minadagdag sa maraot na namamatean",Negative
pirit na ulok ang bulong,Positive
para sa kulog na minatago sa diklom,Negative
sadi baloy,Neutral
nagdudurog an mga guramoy asin an,Negative
an aso na tigbubuga,Neutral
"kang itom na ngimot,",Negative
iyo an bunga kan saindang pagkamoot.,Positive
kun ngata haraluyon manalming an mga babaye,Neutral
presko an gayon,Positive
kan imahe na kapandok,Neutral
sa hampang kan kwadradong salming,Neutral
kung gano kadakula an inalpog nang salming,Negative
sa harong,Neutral
siring man an sukol,Positive
"kang gayon an parabuyong dangan katoliko,",Positive
saro man sana,Neutral
"an arak na kulor sa silag na baso,",Neutral
tigahale an pagkabuyong,Positive
kan sakong mga pangiturogan.,Neutral
pangiturogan na nagaburubayle,Positive
sa hampangan ko,Neutral
dawa dyes oras na ki banggi.,Neutral
garo baga tigsusudya,Negative
an kusog kan libog ko sainda.,Negative
"sa hampang ko, sarong katoliko.",Positive
imbs na ipahid sa angog,Neutral
"an benditadong tubig,",Positive
tigadarak nya paduman sa kagadanan.,Negative
kagadanan na haloy na nyang tigapangadyi,Negative
sa kulor na benditadong tubig.,Negative
an saro ming hurophurop,Positive
langit,Positive
sain po an langit? .,Neutral
hapot ki nangangalas na aki,Positive
mantang kiblit an saya kan saiyang ina.,Positive
matood kaya na igwang langit?,Neutral
an pagtubod sa warang kasagkuran.,Positive
mari na sa langit. ,Positive
wagas na istorya kan lunob sako.,Neutral
kan bangging tigalon ki arak,Negative
"an hangaw ni pa,",Neutral
tinaram daa nya ini,Neutral
sa samuyang katabang.,Positive
bawat bulaeno asin bulaena,Positive
malinig asin displinado,Positive
uban na panawon a nagagi ku pigtao ka mga diyos sa,Positive
bicol sa mga engkanto sagkud mga engkantada a pagataman,Positive
pigloog pa niya! patapos kan tinigbak pa niya a kanakong,Negative
"sawa!!! makusog na sabi ni ayupan, na nagdagundong pa sa",Negative
kadlagan. dapat tana iyang kastigohon bago pa niya,Negative
"tigbakon a kanatong mga amigong ayop, rugang niya. dakol",Negative
"na mga engkanto a naguyon ki ayupan, alagad a iba piniling",Negative
magisipisip nguna bago magngabil.,Negative
"usad kanira ana matuninong na si maboot, ana nagtindog",Positive
"siring nagngabil, bago kita magdesisyon sa kin uno man,",Positive
tawan ta muna iya sa patanid. baka pagagko magparumrom,Positive
"kanya manungod ka mga lugar na pinagpapatanid, tibaad",Neutral
"magpundo na iya sa pangayam sadi teritoryo ta, sabi niya. ",Negative
"rumrumon ta, na itinao ka mga dios a kanatung mga",Positive
teritoryo tanganing kanatong proteksyonan. ,Positive
"alagad bokong boot sabiyon na manraot kita tanganing magibo ta dapat tang gigibohon, ",Negative
parumrom niya sa mga engkanto.,Positive
"dahil kan, naponok a mga engkanto. ",Positive
naguyon man si ayupan dawa iya ungot pa. ,Positive
"maboot, talagang maboot ika. sige na,",Positive
"kausipon mo ana maabladang an, sabi niya.",Negative
"naggolom si maboot saka naguyon. pakatapos ku pagtitipon,",Positive
nagagi na si maboot pabalik sa kaniyang teritoryo. ,Positive
"diri naguban, nasabat niya a paborito niyang ataman na usa,",Positive
ngaran tarok. mahilig si tarok na magngayamon sa kadlagan.,Positive
pagnagdalagan si tarok bagana iya nagbabayli. ,Positive
habang nag kana mga kadlagan sa baba ka bukid sumagang. ,Neutral
"kan panawon na ini, istorya manungod sa usad na sakang na paraayam, ",Neutral
"a ngaran sarikaw, a nagbalingibog sa mga duluhan sa kapantagan. ",Neutral
inirorokyaw ka mga kagugurangan kin gaumno katibay a paraayam na ini. ,Positive
"narurungog ka mga igin na nagngangayamon sa luwas a mga ssabisabing ata manay,",Neutral
"malang ganting talaga. dahil kan, pigaarog ka mga igin sa kanirang pagngangayamon a pagkapot ni sarikaw ka kaniyang",Positive
pana oo minsan ka kaniyang muara.,Neutral
"istorya manungod ka kaniyang kauragan a nagiratong ki sarikaw na solong nagiistar kaiba a kaniyang ayam na si bagsik, ",Neutral
"sa gilid ka na salog barit. nagpuon si sarikaw na mauloy alagad habang nagdadakol a iriistorya manungod kaniya, ",Neutral
gurugatingay man na nagdakulo a kaniyang payo anggan iya naging maablada. ,Negative
kaya man si sarikaw naging mas makusog ana bubuton. ,Negative
pigloog niya pati a mga parte ka kadlagan na ipinagpapatanid. ,Negative
"kaya man, naungot a mga irago, engkanto na kabangatawo siring kabangasawa, orog na si ayupan.",Negative
nagpabaoy si ayupan sa usad na pagtitipon ka mga engkanto nganing mapagusipan kin uno a dapat gibowon ka kaabladahan ni sarikaw.,Neutral
pigpupurbaran kita kana maabladang lalaking ini. isi man,Negative
"niya na ipinagpapatanid a parteng ini ka kadlagan, alagad",Negative
"sunod na alduw, nagsaginsagin naman si maboot na igin na",Negative
pabaye. inulat niya si sarikaw na naglalaom na mabakli ni,Negative
"ya si sarikaw sa kaniyang kakusungan. usag na oras makaagi,",Negative
nabayad niya su paraayam na parani kaniya kaiba su ayam.,Neutral
"binaoy niya si sarikaw saka sinabiyan na, manoy na para",Neutral
"ayam, diri po ika mangayam sadto lugar ka mga enkanto.",Neutral
baka po kastigowon ika nira.,Negative
"tinawan iya ni sarikaw sa mapaginsultong silung, igin, pauli na. ",Negative
"bokong sadiri ka mga enkanto ana kadlagan,maabladang sabi niya. ",Negative
"sinilngan ku paraayam su ayam saka nagsabing, bagsik, mus na. ",Positive
nagbatok su ayam sabay sunod ki sarikaw.,Positive
nagkuyungkuyung si maboot' sabay balik sadto kadlagan.,Positive
"kinagabiyan, diri na iya iniyanan ni ayupan alagad narungog niya ana pagtangis ku mga enkantadong kaibanan niya, ",Negative
sa pagmundo ku mga nauda nirang ayupan. ,Negative
nag anniningal adto sadto kadlagan. ,Negative
inapulas niya si tarok habang natuturog sadto kaabay niya. ,Positive
"ay sarikaw, udma, kaipuwan na pataniran ko na ika bago magin uri a ngamin.",Positive
"kinaramragan, pakatapos na sabiyun niya ki tarok na mag ingat, ",Positive
nagpadagos na si maboot tanganing pataniran si sarikaw na pumundo na. ,Positive
"nguwan, di na iya nagsaginsagin.",Positive
"aagi sira, pigiistorya ni tarok a mga lugar na naabot niya. ",Positive
"sa kaogmahan, inapulas ni maboot a payo ni tarok saka nagpadagos sira sa kandang pagaagi.",Positive
"kinaramragan, nagsaginsagin si maboot na usad na babayeng gurang na bagana parapakilimos. ",Neutral
inulat niya si sarikaw sa luwas ka kadlagan. ,Neutral
"diri naguban, nabayad niya si sarikaw",Positive
"kaiba a kaniyang ayam, nagiiratong sadto kadlagan.",Neutral
"kinausip ni maboot si sarikaw, huben na paraayam, uragon talagay kang paraayam, ",Positive
alagad di man tabi ika lumampas san lugar ka mga engkantado saka mga engkantada. ,Neutral
"tibaad maungot sira kanimo, kastigowon ika.",Negative
"tinawan iya ni sarikaw sa nakakaintrimis na gulom, ",Negative
man kadakol na ayupan sa kadlagan. ,Neutral
ngata man ta ipangimut nira kanamo na mga tawo? ,Negative
sabi niya sabay kibitbalikat na nagtatawa parayo. ,Negative
nagsunod si bagsik na nagbabatok.,Negative
"kinagabiyan, si ayupan nakipagbayadan ki maboot, sinabi ko na kanimo na ana lalaking an, maablada. ",Negative
"kastigowon tana iya nguwan.. di na ko makaulat na gibowon iyang bato, sabi niya.",Negative
"nagkuyungkuyung si maboot, tawan ta pa iya sa usad na uno na a dapat tang gibowon ka paraayam? unga ni ayupan.",Positive
"ungot na nagsabi si maboot, kaipuwan na iyang kastigowon.",Negative
naguyon si ayupan. ,Positive
nagiba su darwa na nagluwas sa kadlagan tanganing sundan a maaktar na si sarikaw.,Positive
pabalik na si sarikaw sadto duluhan ku nagpuon si bagsik na magbatok sa malang kusog.,Negative
 pigsilngan niya kin isay a pigpapatok ni bagsik.,Negative
" nakabayad iya sa darwang linalang, usad su raragang nabayad niya ku ramrag na adto.",Neutral
tolong beses ko ikang pinatanidan. ,Negative
una mo mapupurbar mo a ngamin. ,Neutral
nauungot a mga enkanto ka kaabladahan mo. ,Negative
uno karapatan mong magloog sa kanamong teritoryo? ,Negative
dapat narungog mo a pagmumundo saka a mga pagtangis ku mga ayupan na tinigbak mo!!!,Negative
" dahil kan, dapat ikang kastigowon!!!",Negative
"narumruman ni sarikaw na napasilong iya sa mga mata sa usad na nilalang na kabangatawo, kabangaayop.",Neutral
" pagkatapos, kinnusa na a kaniyang awak.",Negative
 a nakukulgan na pagatungal ni bagsik a uri niyang narungog.,Negative
"usad na aldow, usad na igin na lalake na mahilig magpara arogarog ki sarikaw a nagiyan sadto baba ka bukid sumagang para anapon su paraayam.",Neutral
 nakabayad iya sa usad na babaye na nakikiusip sa usad na dakulong baton a uda sadto dati.,Neutral
"narungog niya na nagngabil su babaye, dapat pig tibaad nguwan, naglalaom iya na irongon iya ni sarikaw ta engkantada na mismo a nakikipagusip kaniya.",Neutral
"paraayam, kinakaipuwan na ikang pumundo. ",Positive
"ungot na ana mga engkantada kanimo, patanid niya.",Negative
"sinilngan iya ni sarikaw, di man ako naggigibo sa iyan.",Negative
"ako paraayam kaya, mangangayam ako, sabi niya saka diniretso sa kadlagan.",Neutral
sinilngan na sana ni maboot si sarikaw na paparayo.,Neutral
nagbalik na iya sadto kadlagan. ,Positive
"alagad, pinundo iya, saka nangadyi, mga diyos, patawadun po ninyo kami kin kami mapiritan na kastigowon si sarikaw.",Positive
" pagkatapos ka kaniyang, nakarungog iya sa usad na pagatungal na puno sa pagsasakit na bistado niya.",Negative
" nangalagkalag iya, tarok, ika yan?",Neutral
 nagdalidali iya pabalik sa kaniyang lugar ta isi niyang migiyan sadto si tarok kin agko maraot na nangyari.,Negative
 namangno niya na agko mga rugo sa kaniyang inaagyan.,Negative
"pakatapos, nangyari a kaniyang kinakataktan, diri, boko si agko pana sa puso ni tarok!!! nakaasag su usa habang nag iingalo.",Negative
 dalidaling pigbaba ni maboot si tarok na diri naguban sinilngan iya saka pinnirong.,Neutral
" sa kamunduan saka sa kaungutan, naparait a matuninong na engkantada.",Negative
 narungog adi ni ayupan kaya nagpabayad iya ki maboot.,Neutral
"irungog mo a kanamong mga patanid, paraayam. ",Negative
"kada iyan ko sini, migdakulo ana batong ini para ibayad a pagdakulo kana payo mo.",Negative
" pagkauda kadtong babaye, namangno ku igin na ginakulo su bato.",Neutral
 dalidaling nagdalagan pabalik su igin na pinanggigirabo. ,Negative
 sinabi niya sadto kagigin niyang babaye kin uno man su kaniyang nabayad saka narungog.,Neutral
" puon kadto, nagbalingabog a mga istorya patungkol ku pagkastigo ki sarikaw.",Negative
" nguwan, dakol a nagbibisita sa bukid sumagang para mabayad ana bato.",Neutral
" kada iyan ka mga tawo, padagos na nagdadakulo a bato.",Positive
paratumar sa tinampo,Negative
kun an banggi maliwanag minaluwas mga paratumar sa tinampo. ,Positive
daing ungog alagad nagkakadangogan,Neutral
alagad dakul an sinaudan bara banggi sindang,Neutral
nagtutumar alagad dai man nin saud,Negative
"pag nakursunadahan tawad digdi, tawad duman",Neutral
"kapot digdi, hapiyap duman sa diklom an katibaadan.",Neutral
asin katoninongan,Positive
sakuya man na hahapiton,Neutral
asin igagakod mga parahabon,Negative
sa banging maliwanag,Positive
asin dai naneead bubutasan pa,Positive
mga burat sa agihan,Negative
itutulod sa raran,Negative
pauli sa sainda,Neutral
tanganing an kalap na katre,Neutral
mantang gabos gadan ,Negative
sa irarom kan mga bituon,Neutral
asin ipapangadyi,Positive
mga kalag na nahapoy sa aldaw.,Negative
ngunyan na banggi marabas ako,Negative
lalakawwon ko an katoninongan,Positive
"kan banggi. hasta sa ako mapagal,",Negative
nganing hanapon an kaogmahan,Positive
na mayo sa aldaw,Negative
pupukawon ko lambang turog,Negative
sa banging maduros,Positive
aapiton ko lambang hukragong,Neutral
asin dadangugon an kada,Neutral
na sa banggi sana nagiging totoo,Neutral
sakuya man na ttipunon sa kararaw,Positive
sususugon ko kada harong,Positive
"may lanub man o mayo,",Negative
an mga pagal na nagpapahingalo,Positive
pila na an mga lugad,Positive
kan mga nagaging aldaw,Neutral
dai ko na tutugutan,Negative
na magagi ka pa,Neutral
sa mga pangiturugan ko,Neutral
dai mo na ako pagpasakitan,Negative
kan mga tingog mong,Negative
luhayluhay na nagkakamang,Negative
sa sakong talinga,Neutral
dai na ako matubod,Negative
sa mga sasabihon mo.,Neutral
tada na ako kan pagkaraya.,Neutral
dawa nuarin dai ta ka na papadangaton,Negative
ta baad magisi liwat an sakong mga lugad,Negative
na ika sana an kaumayan.,Negative
sagkod ngunyan dai pa nababakh,Negative
"an sakong mga kaluyahan,",Negative
nadadaog pa giraray ako,Negative
kan saimong mga hambog,Negative
sagkod ngunyan,Neutral
nadadangog ko pa,Positive
an mga kuragrit mong daing tono,Neutral
"alagad ngunyan,",Neutral
ako naman an makurahaw,Positive
asin dai mo na ini,Negative
madadangog pang liwat,Neutral
sagkod ngunyan,Positive
an mga pangiturugan ko,Neutral
dai pa nababakli,Negative
arog kan pagtubod ko,Positive
sa mga dai nahihiling,Negative
sagkod ngunyan,Neutral
nagtutubod pananggad ako,Positive
sa mga istoryang daing sagkuran,Neutral
siring na dai ining kinapunan,Neutral
sagkod ngunyan,Positive
dai pa ako nauulian,Negative
kan mga hambog mo sako,Negative
mahalat ako ta susudyaon taka,Negative
dai ka makakataram,Negative
dai akong preno,Negative
kan sakong mga tataramon,Neutral
bubutasan ko,Neutral
"an sakong mga tataramon,",Positive
luwayluway arog,Positive
"sa tagit,",Neutral
sayod arog sa uran,Positive
na aba anang kusog,Negative
na daing pundo,Negative
sa pagbagunas,Neutral
sa kinaban,Neutral
na daing untok,Negative
sa paghiro,Positive
sa paglapigot,Negative
na kita gabus,Positive
hinabon mo an sakaong kalag,Negative
karibay kan hamis na dai matios.,Positive
"ngonian, gagadanon taka bago",Negative
magsakyada an mga kamot kan lwanag,Negative
sa huba tang kapalibutan.,Negative
sinisikwal taka ta ako hinabonan mo.,Negative
sa kadikluman kan banggi,Negative
nirapado mo ako kan saimong mga hadok,Negative
hasta sa an sakong pagkahadit mawara.,Negative
ginadan mo an duros,Negative
asin pinangalad an sakong paghangos,Negative
nirimpos mo an sakong hawak hasta,Neutral
sa makaduta sa mga pinangangalad.,Negative
tesugo ang mga bituon sa pagkastigo mo sakuya,Negative
"kada pagsikad kan saimong bitis, nahahadit an daga",Negative
"napupurisaw an mga gamgam, naguuripon",Negative
"an mga panganuron, nag aangat na bagunason kita.",Negative
pagnaghuhuba ako,Negative
sa atubangan mo,Positive
nagpapatindog ako,Positive
"nin kandila,",Neutral
napupula ka,Neutral
an maalnas na ambig,Negative
sa daghan mo.,Positive
kaiba man an kandilang,Positive
pagsagkod kan liwanag,Positive
bako ng pusog,Negative
an saimong tindog,Neutral
sakong sinabritan,Neutral
sa diklom,Negative
an satong labahan,Negative
padangat! dai ka maanggot,Negative
kun sa kasibutan ta,Negative
pirme kong napagsasalak,Neutral
"sa labahan an satong mga bado,",Neutral
an saimong mga puting pangirarom,Positive
sa mga de kolor kong pangrabas.,Negative
"ay, padangat nagaabrakan an mga ini",Positive
kun kita sibot sa trabaho kun aldaw.,Neutral
naghahalat sana ako kan saimong tuyaw,Negative
kun sarong sabot na aga,Positive
mahiling mong an mga pula,Neutral
kong bado magait il sa mga puti mo,Neutral
asin magin mabini ini,Positive
arog kan mga rosas ta sa natad.,Positive
bakong muya mong kolor para sako an rosas,Positive
sa maabot na pasko,Positive
mahalat ako saimo,Positive
siring sa pagabot kan verbo,Positive
ika maninitawo,Neutral
kun haloy na panahon,Negative
dai nahiling si mayon,Negative
sa maabot na pasko,Positive
ilalaag ko an koronang bituon,Positive
tanganing pagaga,Neutral
sa runa kan kabikolan,Neutral
sa dawa sain na banwaan,Neutral
matingkalag an kapaskuhan.,Positive
sa maabot na pasko,Positive
bilang ko an muro ko,Neutral
sa saimong pagabot,Neutral
bako an mga kahon,Negative
sapatos asin sabon,Neutral
sa bulan na malipot,Negative
mamuraway an kansyon,Positive
bituon na tinuhok,Neutral
panganoron kan mayon,Neutral
sa maabot na pasko,Positive
ranga an kamot mo,Positive
kan christmas tree na sinaray,Neutral
mantang pinupurisaw,Negative
pirang taon na pungaw,Negative
sakong nilapigotan,Neutral
pulang sadit na saldang,Neutral
an pagbulsa nin bulawan,Neutral
butal o papel man,Neutral
sa espaltadong dalan,Neutral
pasakit asin nakakagadan,Negative
bakong sa dalan,Neutral
an pagkamuot sa tunok,Positive
sa kalag o pandok,Neutral
sa kapinunan o katapusan,Neutral
pagkamuot giraray an ngaran,Positive
bakong sa dalan,Neutral
an agi pasiring sa kinaban,Neutral
an lakaw padigdi paduman,Neutral
an duwang muro na sarabatan,Negative
sa mata na dae nagkahilingan,Negative
bakong sa dalan,Negative
an pagipli sa tama o sala,Neutral
sa duwang singitan na raran,Neutral
an pagatungo o pagkuyong,Neutral
kun ma iyo o dai,Neutral
bakong sa dalan,Negative
hayakpit man o mahiwas,Negative
magapo o surusuan,Negative
an biyahe sa katoninongan,Positive
an paghali sa kapurisawan,Negative
bakong sa dalan,Negative
saro ka na sanang pangiturugan,Positive
na naglalayawlayaw sa banging ini,Negative
sa asul na dagat nalalantupan mo ako.,Negative
daing patanid an saimong paglakop,Negative
marikas arog sa mga ukol,Negative
na siging balikbalik sa hubas na baybayon,Neutral
hinahapit alagad ibinabalik.,Negative
kamangyan na nasusulo an saimong parong.,Negative
"luhayluhay na nagbabaklay,",Positive
nagutok sa sakong ampupuro,Negative
nagkukugos sa bilog kong hawak,Positive
binubuhat an sakong boot,Positive
an satong pagkamoot,Positive
sa manipis na papel,Neutral
na ini. sa kada opig,Neutral
pighihingoa tang,Positive
magkanigo an,Positive
puso sa,Positive
pagtilad sa pili,Positive
pirmi mokong pinapatangad,Negative
lila mong bunga pag nagbatang ako,Neutral
din man mauukrag.,Negative
kaya mingapa ako sadi irarum ka puon,Neutral
baad makaapulas ako sa burubuskay,Positive
na din na tukdulon.,Positive
ta aram ko sa gaukit na panahon,Positive
uda ako santan na ipapadis kanimo,Negative
sundang ag giyuy sana a dara ko.,Neutral
ading tarum na makababanga,Negative
pagmating makulog na pinapasipara,Negative
pigsuwayun ko muna a darwang ita.,Negative
ading malugyat na maabang giyuy,Negative
aanapon a magatasgatas mong parong,Neutral
saka sana dudugkulon.,Neutral
masiram padi sa nilanta,Positive
matamis padi sa dinulsi,Positive
arog kan a pagtilad sa pili.,Positive
pabayai sana na sinda magtaas,Neutral
mas mawot ko pa na bumaba.,Positive
dai ako matingkalag sa saldang,Positive
mas mahimate ako sa dagang alang.,Neutral
ta maabot man an oras,Neutral
na ako matatahuban kan dalan.,Negative
asin hahanapon mo ako,Positive
na sarong pisug sa saimong daghan.,Neutral
ika kaya pinukpok mo,Negative
"bayda, ta ika tinakras",Negative
gaukit na sana migluwas na,Positive
"matapos magsuruntokan,",Negative
"magbininbidan sa tulang,",Negative
"kadakul pating nag iriyakan,",Negative
nagtarangisan ta nagkakatarakot,Negative
ka mga tunog na nagraragubrob.,Negative
"pakatapos,",Neutral
"biyong nag liwanag,",Positive
